SID,Year,OS_ID,OS_Name,Site_ID,Material,total,legal,sublegal,spat,non_spat,Collection.Method,Sample.Method,Latitude,Longitude,Deployment.Year,Deployment.Month,Material_Age,Oyster.Cover,Mussel_Cover,Sedimentation,Boring_Sponge,Sample_Depth,OS.Depth,Relief,S.DO,B.DO,S.Sal,B.Sal,S.Temp,B.Temp
2020-7-28-OS-07-3,2020,7,Middle Bay,3,Marl,16,0,16,0,16,Extraction,Census,35 14.133,76 30.202,2004,8,15.92,1,3,3,1,7,NA,NA,6.25,6.1,16,16.2,30.1,29.9
2020-7-28-OS-07-4,2020,7,Middle Bay,4,Marl,4,0,0,4,0,Extraction,Census,35 14.139,76 30.189,2004,8,15.92,0,3,3,1,6,NA,NA,6.25,6.1,16,16.2,30.1,29.9
2020-7-28-OS-07-5,2020,7,Middle Bay,5,Marl,80,0,72,8,72,Extraction,Census,35 14.130,76 30.215,2004,8,15.92,1,4,3,1,3,NA,NA,6.25,6.1,16,16.2,30.1,29.9
2020-8-11-OS-09-4,2020,9,West Bluff,4,Marl,340,0,308,32,308,Extraction,Census,35 18.293,76 10.127,2005,8,15,1,1,2,3,9,NA,NA,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-11-OS-09-5,2020,9,West Bluff,5,Marl,352,8,252,92,260,Extraction,Census,35 18.243,76 10.111,2009,6,11.17,1,2,2,3,9,NA,NA,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-11-OS-09-6,2020,9,West Bluff,6,Marl,304,4,232,68,236,Extraction,Census,35 18.245,76 10.123,2009,4,11.33,1,2,2,3,11,NA,NA,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-11-OS-09-7,2020,9,West Bluff,7,Marl,660,4,532,124,536,Extraction,Census,35 18.251,76 10.228,2009,7,11.08,1,3,2,3,8,NA,NA,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-17-OS-10-5,2020,10,Gibbs Shoal,5,Marl,320,20,252,48,272,Extraction,Census,35 27.302,75 56.079,2010,2,10.5,1,1,2,4,10,12,2,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-17-OS-10-6,2020,10,Gibbs Shoal,6,Marl,360,12,244,104,256,Extraction,Census,35 27.316 ,75 56.122,2010,1,10.58,1,2,2,3,8,12,4,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-17-OS-10-7,2020,10,Gibbs Shoal,7,Marl,268,8,224,36,232,Extraction,Census,35 27.281 ,75 56.010,2010,8,10,1,2,2,4,13,NA,NA,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-17-OS-10-8,2020,10,Gibbs Shoal,8,Marl,200,4,156,40,160,Extraction,Census,35 27.300,75 56.082,2010,2,10.5,1,1,2,4,13,NA,NA,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-17-OS-10-9,2020,10,Gibbs Shoal,9,Marl,528,20,432,76,452,Extraction,Census,35 27.280,75 56.088,2010,8,10,1,1,2,4,11,13,2,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-18-OS-01-4,2020,1,Croatan Sound,4,Marl,172,0,84,88,84,Extraction,Census,35 48.252,75 38.434,1998,8,22,1,4,3,1,10,11,1,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-5,2020,1,Croatan Sound,5,Marl,32,0,20,12,20,Extraction,Census,35 48.247,75 38.412,1998,8,22,1,4,3,1,11,11,0,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-6,2020,1,Croatan Sound,6,Marl,260,0,136,124,136,Extraction,Census,35 48.240,75 38.371,2003,4,17.33,1,4,3,1,10,11,1,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-7,2020,1,Croatan Sound,7,Shell,104,12,60,32,72,Extraction,Census,35 48.265,75 38.401,2003,4,17.33,1,4,3,1,10,11,1,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-8,2020,1,Croatan Sound,8,Shell,124,28,92,4,120,Extraction,Census,35 48.259,75 38.396,2003,4,17.33,1,0,3,1,10,11,1,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-9,2020,1,Croatan Sound,9,Shell,112,8,100,4,108,Extraction,Census,35 48.253,75 38.377,2003,4,17.33,1,0,3,1,10,10,0,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-05-1,2020,5,Crab Hole,1,Marl,48,0,44,4,44,Extraction,Census,35 43.641,75 40.550,2003,4,17.33,1,1,4,1,12,14,2,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-2,2020,5,Crab Hole,2,Marl,24,0,20,4,20,Extraction,Census,35 43.604,75 40.677,2006,3,14.42,1,2,4,1,10,14,4,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-3,2020,5,Crab Hole,3,Marl,336,12,188,136,200,Extraction,Census,35 43.525,75 40.712,2009,10,10.83,1,3,3,1,8,13,5,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-4,2020,5,Crab Hole,4,Marl,216,0,96,120,96,Extraction,Census,35 43.543,75 40.678,2009,9,10.92,1,2,3,1,10,13,3,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-5,2020,5,Crab Hole,5,Marl,200,4,116,80,120,Extraction,Census,35 43.595,75 40.564,2006,5,14.25,1,3,4,1,10,14,4,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-6,2020,5,Crab Hole,6,Marl,520,8,264,248,272,Extraction,Census,35 43.524,75 40.652,2009,10,10.83,1,3,3,1,8,14,6,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-7,2020,5,Crab Hole,7,Marl,44,0,28,16,28,Extraction,Census,35 43.609,75 40.662,2006,3,14.42,1,4,3,1,12,14,2,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-8,2020,5,Crab Hole,8,Marl,608,0,280,328,280,Extraction,Census,35 43.664,75 40.520,2003,4,17.33,1,3,3,1,10,14,4,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-13-11,2020,13,Pea Island,11,Crushed Concrete,2432,56,1672,704,1728,Extraction,Census,35 39.949,75 36.916,2015,7,5.08,4,1,2,3,14,15,1,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-13-6,2020,13,Pea Island,6,Crushed Concrete,476,64,320,92,384,Extraction,Census,35 39.916,75 36.914,2015,7,5.08,3,0,2,1,10,15,5,8.65,6.31,14.3,16.7,28.5,28
2021-6-28-OS-08-1,2021,8,Neuse River,1,Marl,548,16,264,268,280,Extraction,Census,35 0.460,76 32.026,2008,3,13.25,1,3,2,2,15,15,0,6.45,6.12,11.13,11.17,26.2,26
2021-6-28-OS-08-2,2021,8,Neuse River,2,Marl,312,12,84,216,96,Extraction,Census,35 0.464,76 32.006,2008,3,13.25,1,3,2,1,15,15,0,6.45,6.12,11.13,11.17,26.2,26
2021-6-28-OS-08-3,2021,8,Neuse River,3,Marl,376,8,152,216,160,Extraction,Census,35 0.391,76 32.002,2005,4,16.17,1,3,2,2,12,15,3,6.45,6.12,11.13,11.17,26.2,26
2021-6-28-OS-08-4,2021,8,Neuse River,4,Marl,500,8,156,336,164,Extraction,Census,35 0.434,76 32.046,2006,7,14.92,1,3,2,1,8,15,7,6.45,6.12,11.13,11.17,26.2,26
2021-6-29-OS-02-13-B,2021,2,Deep Bay,13-B,Shell,284,136,136,12,272,Extraction,Census,35 22.861,76 22.258,2003,6,18,4,1,4,1,8,NA,NA,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-29-OS-02-14,2021,2,Deep Bay,14,Marl,8,4,4,0,8,Extraction,Census,35 22.863,76 22.208,1996,6,25,1,4,2,1,8,NA,NA,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-29-OS-02-15,2021,2,Deep Bay,15,Marl,44,0,32,12,32,Extraction,Census,35 22.870,76 22.239,1996,6,25,1,4,2,NA,6,NA,NA,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-29-OS-02-16-B,2021,2,Deep Bay,16-B,Marl,92,8,68,16,76,Extraction,Census,35 22.876,76 22.281,2003,6,18,1,4,4,1,8,NA,NA,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-29-OS-02-5,2021,2,Deep Bay,5,Shell,36,16,20,0,36,Extraction,Census,35 22.855,76 22.303,2003,6,18,4,1,4,NA,7,NA,NA,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-29-OS-02-7,2021,2,Deep Bay,7,Marl,100,4,72,24,76,Extraction,Census,35 22.869,76 22.294,2003,6,18,1,3,2,1,7,NA,NA,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-29-OS-02-8,2021,2,Deep Bay,8,Shell,60,16,36,8,52,Extraction,Census,35 22.862,76 22.303,2003,6,18,4,1,4,1,7,NA,NA,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-30-OS-03-10,2021,3,West Bay,10,Shell,256,8,188,60,196,Extraction,Census,34 58.785,76 21.411,2003,5,18.08,4,0,2,1,7,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-6-30-OS-03-11,2021,3,West Bay,11,Shell,264,8,208,48,216,Extraction,Census,34 58.805,76 21.395,2003,5,18.08,2,3,3,1,5,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-6-30-OS-03-12,2021,3,West Bay,12,Shell,184,8,136,40,144,Extraction,Census,34 58.781,76 21.408,2003,5,18.08,4,1,2,1,7,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-6-30-OS-03-5,2021,3,West Bay,5,Marl,652,20,280,352,300,Extraction,Census,34 58.825,76 21.409,1996,8,24.83,3,4,3,1,7,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-6-30-OS-03-6,2021,3,West Bay,6,Marl,1008,92,476,440,568,Extraction,Census,34 58.837,76 21.429,1996,8,24.83,2,2,3,3,7,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-6-30-OS-03-7,2021,3,West Bay,7,Marl,188,28,120,40,148,Extraction,Census,34 58.828,76 21.400,1996,8,24.83,2,2,3,1,7,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-6-30-OS-03-8,2021,3,West Bay,8,Marl,544,84,280,180,364,Extraction,Census,34 58.826,76 21.446,1996,8,24.83,2,3,3,1,8,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-6-30-OS-03-9,2021,3,West Bay,9,Shell,88,4,64,20,68,Extraction,Census,34 58.815,76 21.390,2003,5,18.08,NA,NA,NA,NA,5,NA,NA,7.69,7.11,14.06,14.15,28.5,28.3
2021-7-14-OS-14-13,2021,14,Little Creek,13,Crushed Concrete,2548,40,1300,1208,1340,Extraction,Census,35 2.609,76 30.940,2016,4,5.25,4,2,3,1,12,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-14-OS-14-14,2021,14,Little Creek,14,Crushed Concrete,1192,4,932,256,936,Extraction,Census,35 2.573,76 30.917,2016,8,4.92,3,1,4,1,14,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-14-OS-14-15,2021,14,Little Creek,15,Crushed Concrete,1300,0,932,368,932,Extraction,Census,35 2.572,76 30.916,2016,8,4.92,1,1,3,1,14,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-14-OS-14-16,2021,14,Little Creek,16,Crushed Concrete,1496,0,1084,412,1084,Extraction,Census,35 2.672,76 30.917,2016,3,5.33,4,1,3,1,16,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-14-OS-14-5,2021,14,Little Creek,5,Marl,992,40,532,420,572,Extraction,Census,35 2.588,76 30.946,2016,8,4.92,2,4,2,2,9,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-14-OS-14-6,2021,14,Little Creek,6,Marl,500,0,404,96,404,Extraction,Census,35 2.583,76 30.947,2016,8,4.92,2,4,4,3,15,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-14-OS-14-7,2021,14,Little Creek,7,Marl,196,0,124,72,124,Extraction,Census,35 2.608,76 30.881,2016,4,5.25,1,4,2,1,15,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-14-OS-14-8,2021,14,Little Creek,8,Marl,300,0,216,84,216,Extraction,Census,35 2.588,76 30.958,2016,8,4.92,1,3,2,2,14,NA,NA,7.52,2.81,12.84,14.75,28.8,27.4
2021-7-15-OS-14-10,2021,14,Little Creek,10,Granite,684,56,392,236,448,Extraction,Census,35 2.673,76 30.957,2016,4,5.25,1,2,2,1,11,NA,NA,7.71,4.94,13.12,14.15,29,28
2021-7-15-OS-14-11,2021,14,Little Creek,11,Granite,276,4,244,28,248,Extraction,Census,35 2.628,76 30.870,2016,8,4.92,1,1,3,1,15,NA,NA,7.71,4.94,13.12,14.15,29,28
2021-7-15-OS-14-12,2021,14,Little Creek,12,Granite,28,0,20,8,20,Extraction,Census,35 2.672,76 30.941,2016,4,5.25,1,1,3,1,18,NA,NA,7.71,4.94,13.12,14.15,29,28
2021-7-15-OS-14-9,2021,14,Little Creek,9,Granite,200,0,168,32,168,Extraction,Census,35 2.672,76 30.960,2016,4,5.25,1,1,2,1,18,NA,NA,7.71,4.94,13.12,14.15,29,28
2021-7-21-OS-14-20,2021,14,Little Creek,20,Basalt,920,72,628,220,700,Extraction,Census,35 2.611,76 30.914,2016,4,5.25,2,3,1,2,NA,NA,NA,7.33,0.65,14.83,19.98,27.7,27.9
2021-7-21-OS-14-21,2021,14,Little Creek,21,Basalt,408,28,268,112,296,Extraction,Census,35 2.572,76 30.900,2016,8,4.92,1,3,1,1,NA,NA,NA,7.33,0.65,14.83,19.98,27.7,27.9
2021-7-21-OS-14-23,2021,14,Little Creek,23,Basalt,672,28,468,176,496,Extraction,Census,35 2.562,76 30.881,2016,8,4.92,1,1,1,1,NA,NA,NA,7.33,0.65,14.83,19.98,27.7,27.9
2021-7-21-OS-15-1,2021,15,Swan Island,1,Marl,972,216,576,180,792,Extraction,Census,35 5.505,76 26.808,2019,6,2.08,2,1,2,1,9,12,3,8.32,5.8,15.3,17.18,29.1,28.3
2021-7-21-OS-15-2,2021,15,Swan Island,2,Marl,1348,68,476,804,544,Extraction,Census,35 5.520,76 26.956,2019,5,2.17,2,1,2,1,9,12,3,8.32,5.8,15.3,17.18,29.1,28.3
2021-7-21-OS-15-4,2021,15,Swan Island,4,Marl,1344,124,492,728,616,Extraction,Census,35 5.524,76 27.357,2017,5,4.17,1,4,2,1,9,13,4,8.32,5.8,15.3,17.18,29.1,28.3
2021-7-21-OS-15-5,2021,15,Swan Island,5,Marl,744,92,376,276,468,Extraction,Census,35 5.574,76 27.401,2017,6,4.08,1,3,2,1,10,14,4,8.32,5.8,15.3,17.18,29.1,28.3
2021-7-21-OS-15-6,2021,15,Swan Island,6,Marl,536,104,288,144,392,Extraction,Census,35 5.580,76 27.416,2017,6,4.08,1,4,2,1,11,14,3,8.32,5.8,15.3,17.18,29.1,28.3
2021-7-22-OS-15-3,2021,15,Swan Island,3,Marl,2840,396,828,1616,1224,Extraction,Census,35 5.549,76 26.793,2019,7,2,1,1,2,3,9,12,3,7.28,7.06,15.6,15.59,28,28
2021-7-22-OS-15-7,2021,15,Swan Island,7,Marl,3216,368,764,2084,1132,Extraction,Census,35 5.520,76 26.800,2019,6,2.08,1,1,1,2,8,12,4,7.28,7.06,15.6,15.59,28,28
2021-7-22-OS-15-8,2021,15,Swan Island,8,Marl,2416,284,764,1368,1048,Extraction,Census,35 5.575,76 26.932,2019,5,2.17,1,1,1,1,10,13,3,7.28,7.06,15.6,15.59,28,28
2021-7-27-OS-15-11,2021,15,Swan Island,11,Granite,2592,196,1144,1252,1340,Extraction,Census,35 5.561,76 27.129,2018,5,3.17,1,1,2,1,9,14,5,7.2,6.25,16.4,16.6,28.7,27.8
2021-7-27-OS-15-13,2021,15,Swan Island,13,Granite,1996,84,1004,908,1088,Extraction,Census,35 5.544,76 27.124,2018,5,3.17,2,1,2,1,10,13,3,7.2,6.25,16.4,16.6,28.7,27.8
2021-7-27-OS-15-14,2021,15,Swan Island,14,Granite,2260,124,1364,772,1488,Extraction,Census,35 5.511,76 27.121,2018,5,3.17,2,1,2,1,10,13,3,7.2,6.25,16.4,16.6,28.7,27.8
2021-7-27-OS-15-15,2021,15,Swan Island,15,Granite,2708,100,1280,1328,1380,Extraction,Census,35 5.591,76 27.064,2018,6,3.08,3,1,2,1,10,14,4,7.2,6.25,16.4,16.6,28.7,27.8
2021-7-27-OS-15-9,2021,15,Swan Island,9,Granite,1252,264,468,520,732,Extraction,Census,35 5.581,76 27.139,2018,5,3.17,3,1,2,1,11,14,3,7.2,6.25,16.4,16.6,28.7,27.8
2021-7-28-OS-10-5,2021,10,Gibbs Shoal,5,Marl,392,40,296,56,336,Extraction,Census,35 27.252,75 56.128,2011,4,10.25,1,1,3,2,15,NA,NA,7.32,6.7,17.02,18.3,28.6,28.4
2021-7-28-OS-10-6,2021,10,Gibbs Shoal,6,Marl,500,24,348,128,372,Extraction,Census,35 27.260,75 56.185,2010,9,10.83,1,3,3,2,15,NA,NA,7.32,6.7,17.02,18.3,28.6,28.4
2021-7-28-OS-10-7,2021,10,Gibbs Shoal,7,Marl,356,44,192,120,236,Extraction,Census,35 27.274,75 55.965,2010,9,10.83,1,1,3,2,15,NA,NA,7.32,6.7,17.02,18.3,28.6,28.4
2021-7-28-OS-10-8,2021,10,Gibbs Shoal,8,Marl,268,8,208,52,216,Extraction,Census,35 27.263,75 56.094,2011,3,10.33,1,2,3,2,14,14,0,7.32,6.7,17.02,18.3,28.6,28.4
2021-7-29-OS-06-1,2021,7,Middle Bay,1,Marl,16,0,16,0,16,Extraction,Census,35 14.138,76 30.202,2004,8,16.92,1,4,4,1,5,14,9,8.05,5.82,14.6,14.97,29.5,28.5
2021-7-29-OS-06-2,2021,7,Middle Bay,2,Marl,20,4,16,0,20,Extraction,Census,35 14.137,76 30.194,2004,8,16.92,1,4,4,1,4,14,10,8.05,5.82,14.6,14.97,29.5,28.5
2021-7-29-OS-06-3,2021,7,Middle Bay,3,Marl,44,0,32,12,32,Extraction,Census,35 14.143,76 30.202,2004,8,16.92,1,4,4,1,5,14,9,8.05,5.82,14.6,14.97,29.5,28.5
2021-7-29-OS-06-4,2021,7,Middle Bay,4,Marl,24,0,20,4,20,Extraction,Census,35 14.136,76 30.186,2004,8,16.92,1,4,4,1,4,14,10,8.05,5.82,14.6,14.97,29.5,28.5
2021-7-29-OS-09-5,2021,9,West Bluff,5,Marl,376,20,252,104,272,Extraction,Census,35 18.271,76 10.157,2005,8,15.92,1,2,3,3,9,NA,NA,7.42,6.49,16.02,16.43,28.2,27.9
2021-7-29-OS-09-6,2021,9,West Bluff,6,Marl,316,4,232,80,236,Extraction,Census,35 18.295,76 10.217,2006,5,15.17,1,4,2,3,11,NA,NA,7.42,6.49,16.02,16.43,28.2,27.9
2021-7-29-OS-09-7,2021,9,West Bluff,7,Marl,472,0,332,140,332,Extraction,Census,35 18.289,76 10.116,2005,8,15.92,1,2,2,NA,7,NA,NA,7.42,6.49,16.02,16.43,28.2,27.9
2021-7-29-OS-09-8,2021,9,West Bluff,8,Marl,464,4,284,176,288,Extraction,Census,35 18.262,76 10.205,2009,3,12.33,1,3,2,NA,7,NA,NA,7.42,6.49,16.02,16.43,28.2,27.9
2021-7-7-OS-12-5,2021,12,Raccoon Island,5,Crushed Concrete,592,56,332,204,388,Extraction,Census,35 5.437,76 23.501,2016,8,4.92,4,1,2,1,14,17,3,8.05,6.84,12.42,14.9,28.3,27.4
2021-7-7-OS-12-6,2021,12,Raccoon Island,6,Crushed Concrete,2116,452,944,720,1396,Extraction,Census,35 5.434,76 23.458,2016,8,4.92,4,1,2,1,14,17,3,8.05,6.84,12.42,14.9,28.3,27.4
2021-7-7-OS-12-7,2021,12,Raccoon Island,7,Crushed Concrete,3476,484,1536,1456,2020,Extraction,Census,35 5.450,76 23.486,2016,8,4.92,4,1,2,1,16,16,0,8.05,6.84,12.42,14.9,28.3,27.4
2021-7-7-OS-12-8,2021,12,Raccoon Island,8,Crushed Concrete,3676,400,1200,2076,1600,Extraction,Census,35 5.433,76 23.460,2016,8,4.92,4,1,2,1,16,17,1,8.05,6.84,12.42,14.9,28.3,27.4
2021-8-10-OS-01-1,2021,1,Croatan Sound,1,Shell,20,8,4,8,12,Extraction,Census,35 48.245,75 38.373,2003,4,18.33,1,0,4,1,10,11,1,9.05,8,4.9,12.5,28.3,27.3
2021-8-10-OS-01-11,2021,1,Croatan Sound,11,Marl,100,4,56,40,60,Extraction,Census,35 48.205,75 38.409,1996,6,25.17,1,3,3,1,8,11,3,9.05,8,4.9,12.5,28.3,27.3
2021-8-10-OS-01-12,2021,1,Croatan Sound,12,Marl,256,4,160,92,164,Extraction,Census,35 14.133,75 30.190,1998,8,23,1,3,2,1,9,11,2,9.05,8,4.9,12.5,28.3,27.3
2021-8-10-OS-01-2,2021,1,Croatan Sound,2,Shell,60,8,32,20,40,Extraction,Census,35 48.258,75 38.371,2003,4,18.33,1,1,3,1,10,11,1,9.05,8,4.9,12.5,28.3,27.3
2021-8-10-OS-01-3,2021,1,Croatan Sound,3,Shell,140,12,88,40,100,Extraction,Census,35 48.249,75 38.382,2003,4,18.33,1,1,4,1,9,10,1,9.05,8,4.9,12.5,28.3,27.3
2021-8-10-OS-01-4,2021,1,Croatan Sound,4,Shell,8,0,4,4,4,Extraction,Census,35 48.256,75 38.405,2003,4,18.33,1,0,3,1,10,11,1,9.05,8,4.9,12.5,28.3,27.3
2021-8-10-OS-01-9,2021,1,Croatan Sound,9,Marl,176,0,104,72,104,Extraction,Census,35 48.212,75 38.398,1996,6,25.17,1,3,4,1,8,11,3,9.05,8,4.9,12.5,28.3,27.3
2021-8-10-OS-05-1,2021,5,Crab Hole,1,Marl,596,4,260,332,264,Extraction,Census,35 43.571,75 40.649,2006,4,15.33,1,3,3,1,10,13,3,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-10-OS-05-2,2021,5,Crab Hole,2,Marl,564,4,168,392,172,Extraction,Census,35 43.601,75 40.566,2006,4,15.33,1,3,4,1,12,14,2,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-10-OS-05-3,2021,5,Crab Hole,3,Marl,328,0,140,188,140,Extraction,Census,35 43.659,75 40.657,2003,4,18.33,1,3,3,1,9,14,5,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-10-OS-05-4,2021,5,Crab Hole,4,Marl,388,0,156,232,156,Extraction,Census,35 43.628,75 40.706,2009,10,11.83,1,3,2,1,11,14,3,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-10-OS-05-5,2021,5,Crab Hole,5,Marl,72,0,48,24,48,Extraction,Census,35 43.587,75 40.666,2006,4,15.33,1,3,3,1,11,13,2,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-10-OS-05-6,2021,5,Crab Hole,6,Marl,304,0,176,128,176,Extraction,Census,35 43.670,75 40.709,2009,11,11.75,1,3,3,1,12,14,2,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-10-OS-05-7,2021,5,Crab Hole,7,Marl,248,0,168,80,168,Extraction,Census,35 43.509,75 40.738,2009,10,11.83,1,2,3,1,11,14,3,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-10-OS-05-8,2021,5,Crab Hole,8,Marl,312,0,184,128,184,Extraction,Census,35 43.586,75 40.579,2006,4,15.33,1,2,3,1,12,14,2,9.06,4.25,4.89,16.9,27.1,26.5
2021-8-2-OS-15-10,2021,15,Swan Island,10,Granite,2640,180,1124,1336,1304,Extraction,Census,35 5.568,76 27.000,2018,6,3.17,2,2,2,1,9,14,5,6.37,5.93,17.77,17.7,28.3,28.3
2021-8-2-OS-15-12,2021,15,Swan Island,12,Granite,2380,164,1224,992,1388,Extraction,Census,35 5.539,76 27.004,2018,6,3.17,2,2,2,1,10,13,3,6.37,5.93,17.77,17.7,28.3,28.3
2021-8-9-OS-13-11,2021,13,Pea Island,11,Crushed Concrete,480,48,304,128,352,Extraction,Census,35 39.970,75 36.971,2015,6,6.17,3,1,2,1,14,16,2,8.39,6.01,9.91,17.29,28,26.9
2021-8-9-OS-13-12,2021,13,Pea Island,12,Crushed Concrete,2084,44,1512,528,1556,Extraction,Census,35 39.952,75 36.918,2015,7,6.08,1,4,2,2,16,NA,NA,8.39,6.01,9.91,17.29,28,26.9
2021-8-9-OS-13-9,2021,13,Pea Island,9,Crushed Concrete,804,76,476,252,552,Extraction,Census,35 40.006,75 36.961,2015,5,6.25,4,2,2,1,11,16,5,8.39,6.01,9.91,17.29,28,26.9
2022-6-14-OS-08-1,2022,8,Neuse River,1,Marl,240,12,144,84,156,Extraction,Census,35 00.403,76 31.974,2006,6,16,1,3,3,1,14,14,0,7.87,7.85,20.14,20.1,27.7,27.7
2022-6-14-OS-08-2,2022,8,Neuse River,2,Marl,364,36,224,104,260,Extraction,Census,35 00.419,76 32.017,2005,4,17.17,1,3,3,1,8,14,6,7.87,7.85,20.14,20.1,27.7,27.7
2022-6-14-OS-08-3,2022,8,Neuse River,3,Marl,340,40,224,76,264,Extraction,Census,35 00.399,76 31.996,2006,6,16,1,3,3,1,9,14,5,7.87,7.85,20.14,20.1,27.7,27.7
2022-6-14-OS-08-4,2022,8,Neuse River,4,Marl,264,12,192,60,204,Extraction,Census,35 00.461,76 31.978,2008,3,14.25,1,3,3,1,11,14,3,7.87,7.85,20.14,20.1,27.7,27.7
2022-6-20-OS-14-10,2022,14,Little Creek,10,Marl,404,4,240,160,244,Extraction,Census,35 02.620,76 30.880,2016,4,6.17,1,3,2,1,13,20,7,6.48,5.41,23.9,24.5,26.4,26.3
2022-6-20-OS-14-11,2022,14,Little Creek,11,Marl,192,8,140,44,148,Extraction,Census,35 02.589,76 30.957,2016,8,5.83,1,3,2,1,17,17,0,6.48,5.41,23.9,24.5,26.4,26.3
2022-6-20-OS-14-12,2022,14,Little Creek,12,Marl,556,36,368,152,404,Extraction,Census,35 02.600,76 30.957,2016,4,6.17,2,3,2,NA,7,20,13,6.48,5.41,23.9,24.5,26.4,26.3
2022-6-20-OS-14-9,2022,14,Little Creek,9,Marl,448,16,340,92,356,Extraction,Census,35 02.605,76 30.881,2016,4,6.17,1,3,2,NA,10,20,10,6.48,5.41,23.9,24.5,26.4,26.3
